sequencial;latitude;longitude;uf;cnl;facilidade;id_facilidade;provedor;id_provedor;entrega;abordado;custo_de_acesso_proprio;instalacao_terceiros;mensalidade_terceiros;tipo_terceiros;id_da_sev;prazo;bb_ip;hp_bsod;codigo_spe;sinalizacao_sip;protocolo_gaia;obs;justificativa;ID Justificativa;status
7815474;-26,2431585;-51,0898716;PR;UVA;TERCEIROS ETH;26;VTAL - PR;459;CTA MR;NAO;;10404,47867;1754,860826;3;962808;;78547;;;;0;FECHAMENTO LPU VTAL;FORA DE REDE;1;1
7815475;-26,2431585;-51,0898716;PR;UVA;TERCEIROS ETH;26;VTAL - PR;459;CTA MR;NAO;;10404,47867;1754,860826;3;962809;;78548;;;;0;FECHAMENTO LPU VTAL;FORA DE REDE;1;1
7815501;-25,43427;-49,27135;PR;CTA;FO EDD DIRETO CLARO;6;EMBRATEL;8;CTA MR;NAO;9797;;;;962824;;78549;;;;0;ESTACAO PRCCEB7;;;1
7815708;-23,039836;-46,6928387;SP;JIU;FO EDD CLARO PRE VIAVEL;5;EMBRATEL;8;SPO IG;NAO;9797;;;;962938;;78550;;;;0;ESTACAO SMJIU05;;;1
7815710;-23,039836;-46,6928387;SP;JIU;FO EDD CLARO PRE VIAVEL;5;EMBRATEL;8;SPO IG;NAO;9797;;;;962940;;78551;;;;0;ESTACAO SMJIU05;;;1
7815712;-23,039836;-46,6928387;SP;JIU;FO EDD CLARO PRE VIAVEL;5;EMBRATEL;8;SPO IG;NAO;9797;;;;962941;;78552;;;;0;ESTACAO SMJIU05;;;1
7815887;-6,07200995;-35,2383034;RN;SII;TERCEIROS ETH;26;VTAL - RN;461;NTL JU;NAO;;9913,716982;188,811206;3;963001;;;;;;0;FECHAMENTO LPU VTAL;FORA DE REDE;1;1
7815890;-6,07200995;-35,2383034;RN;SII;TERCEIROS ETH;26;VTAL - RN;461;NTL JU;NAO;;9913,716982;188,811206;3;963002;;;;;;0;FECHAMENTO LPU VTAL;FORA DE REDE;1;1
7815930;-19,4823305;-46,542477;MG;IBY;TERCEIROS ETH;26;VTAL - MG;452;BHE ES;NAO;;10404,47867;1574,508682;3;963019;;78553;;;;0;FECHAMENTO LPU VTAL;FORA DE REDE;1;1
7815958;-22,8989263;-43,2114302;RJ;RJO;TERCEIROS ETH;26;VTAL - RJ;460;RJO AM;NAO;;8501,152813;496,9355206;3;963037;;;;;;0;FECHAMENTO LPU VTAL;FORA DE REDE;1;1
7816020;-22,83914;-46,33694;MG;EXM;TERCEIROS ETH;26;VTAL - MG;452;BHE ES;NAO;;11048,84306;320,8136577;3;963080;;;;;;0;FECHAMENTO LPU VTAL;FORA DE REDE;1;1
7816496;-25,7461872;-53,044459;PR;DVZ;FO EDD DIRETO CLARO;6;EMBRATEL;8;CTA MR;NAO;55169,06582;;;;963347;;;;;;0;ESTACAO PRDVZ01;;;1
7816578;-19,4797367;-44,155804;MG;PUD;TERCEIROS ETH;26;VTAL - MG;452;BHE ES;NAO;;10404,47867;395,4203354;3;963393;;;;;;0;FECHAMENTO LPU VTAL;FORA DE REDE;1;1
7816579;-19,4797367;-44,155804;MG;PUD;TERCEIROS ETH;26;VTAL - MG;452;BHE ES;NAO;;10404,47867;395,4203354;3;963394;;;;;;0;FECHAMENTO LPU VTAL;FORA DE REDE;1;1
7816608;-23,6659078;-51,357277;PR;CFN;TERCEIROS ETH;26;VTAL - PR;459;CTA MR;NAO;;10404,47867;375,9790079;3;963417;;;;;;0;FECHAMENTO LPU VTAL;FORA DE REDE;1;1
7816609;-23,6659078;-51,357277;PR;CFN;TERCEIROS ETH;26;VTAL - PR;459;CTA MR;NAO;;10404,47867;375,9790079;3;963418;;;;;;0;FECHAMENTO LPU VTAL;FORA DE REDE;1;1
7816704;-10,5683501;-48,9113004;TO;NRL;TERCEIROS ETH;26;VTAL - TO;468;PMJ SO;NAO;;9913,716982;362,5354238;3;963505;;;;;;0;FECHAMENTO LPU VTAL;FORA DE REDE;1;1
7816705;-10,5683501;-48,9113004;TO;NRL;TERCEIROS ETH;26;VTAL - TO;468;PMJ SO;NAO;;9913,716982;362,5354238;3;963506;;;;;;0;FECHAMENTO LPU VTAL;FORA DE REDE;1;1
7816714;-12,7127926;-46,4082275;TO;AUT;TERCEIROS ETH;26;VTAL - TO;468;PMJ SO;NAO;;9913,716982;362,5354238;3;963515;;;;;;0;FECHAMENTO LPU VTAL;FORA DE REDE;1;1
7816719;-20,0871894;-43,789889;MG;RCM;TERCEIROS ETH;26;VTAL - MG;452;BHE ES;NAO;;10404,47867;312,4608494;3;963520;;;;;;0;FECHAMENTO LPU VTAL;FORA DE REDE;1;1
7816732;-20,0539447;-44,188115;MG;MRPS;TERCEIROS ETH;26;VTAL - MG;452;BHE ES;NAO;;10404,47867;608,2866995;3;963532;;;;;;0;FECHAMENTO LPU VTAL;FORA DE REDE;1;1
7816738;-9,4118015;-36,076621;AL;CPA;TERCEIROS ETH;26;VTAL - AL;443;MCO MS;NAO;;9913,716982;507,4866623;3;963537;;;;;;0;FECHAMENTO LPU VTAL;FORA DE REDE;1;1
7816742;-9,46539999;-35,547883;AL;PAPU;TERCEIROS ETH;26;VTAL - AL;443;MCO MS;NAO;;9913,716982;341,0838711;3;963541;;;;;;0;FECHAMENTO LPU VTAL;FORA DE REDE;1;1
7816744;-27,1762821;-53,7144461;SC;IPX;FO EDD ETH;7;EMBRATEL;8;FNS PO;NAO;12042;;;;963543;;;;;;0;ESTACAO SCIPX01;;;1
7816857;-25,7302125;-53,059518;PR;DVZ;FO EDD CLARO PRE VIAVEL;5;EMBRATEL;8;CTA MR;NAO;41327,37288;;;;963606;;;;;;0;ESTACAO PRDVZ02;;;1
7816879;-25,9160794;-53,473956;PR;AEE;TERCEIROS ETH;26;VTAL - PR;459;CTA MR;NAO;;10404,47867;243,6976006;3;963615;;;;;;0;FECHAMENTO LPU VTAL;FORA DE REDE;1;1
7816880;-25,9160794;-53,473956;PR;AEE;TERCEIROS ETH;26;VTAL - PR;459;CTA MR;NAO;;10404,47867;243,6976006;3;963616;;;;;;0;FECHAMENTO LPU VTAL;FORA DE REDE;1;1
7816883;-22,90263;-43,18404;RJ;RJO;TERCEIROS ETH;26;VTAL - RJ;460;RJO AM;NAO;;8501,152813;496,9355206;3;963618;;;;;;0;FECHAMENTO LPU VTAL;FORA DE REDE;1;1
7816923;-12,1177721;-38,393433;BA;ALH;TERCEIROS ETH;26;VTAL - BA;446;SDR RC;NAO;;10506,53229;775,6937628;3;963633;;78554;;;;0;FECHAMENTO LPU VTAL;FORA DE REDE;1;1
7816957;-27,1512267;-48,5002756;SC;BOMB;FO EDD ETH;7;EMBRATEL;8;FNS PO;NAO;19718,27868;;;;963646;;;;;;0;ESTACAO SCBMB05;;;1
7816958;-27,1512267;-48,5002756;SC;BOMB;FO EDD ETH;7;EMBRATEL;8;FNS PO;NAO;19718,27868;;;;963647;;;;;;0;ESTACAO SCBMB05;;;1
7817021;-9,19147119;-63,18791;RO;ITDO;TERCEIROS ETH;26;VTAL - RO;462;PVO FQ;NAO;;9913,716982;362,5354238;3;963702;;;;;;0;FECHAMENTO LPU VTAL;FORA DE REDE;1;1
7817025;-8,8417066;-69,262956;AC;MLU;FO EDD DIRETO CLARO;6;EMBRATEL;8;RBO RB;NAO;17319,76658;;;;963706;;;;;;0;ESTACAO ACMLU01;;;1
7817028;-5,7076034;-35,2887193;RN;EXZ;TERCEIROS ETH;26;VTAL - RN;461;NTL JU;NAO;;9913,716982;424,5468808;3;963709;;;;;;0;FECHAMENTO LPU VTAL;FORA DE REDE;1;1
7817035;-7,4444592;-40,661948;PI;MCLD;TERCEIROS ETH;26;VTAL - PI;458;TSA AN;NAO;;9913,716982;424,5468808;3;963716;;;;;;0;FECHAMENTO LPU VTAL;FORA DE REDE;1;1
7817041;-5,7076034;-35,2887193;RN;EXZ;TERCEIROS ETH;26;VTAL - RN;461;NTL JU;NAO;;9913,716982;424,5468808;3;963722;;;;;;0;FECHAMENTO LPU VTAL;FORA DE REDE;1;1
7817088;-13,3815683;-39,0768011;BA;VEC;TERCEIROS ETH;26;VTAL - BA;446;SDR RC;NAO;;10506,53229;217,5783592;3;963749;;;;;;0;FECHAMENTO LPU VTAL;FORA DE REDE;1;1
7817089;-8,6826873;-35,583083;PE;PLS;TERCEIROS ETH;26;VTAL - PE;457;RCE AM;NAO;;9913,716982;212,8161029;3;963750;;;;;;0;FECHAMENTO LPU VTAL;FORA DE REDE;1;1
7817099;-15,92257;-50,1375;MG;BHE;TERCEIROS ETH;26;VTAL - MG;452;BHE ES;NAO;;22297,01258;409,1069142;3;963752;;;;;;0;FECHAMENTO LPU VTAL;FORA DE REDE;1;1
7817100;-15,92257;-50,1375;MG;BHE;TERCEIROS ETH;26;VTAL - MG;452;BHE ES;NAO;;22297,01258;409,1069142;3;963753;;;;;;0;FECHAMENTO LPU VTAL;FORA DE REDE;1;1
7817103;-6,479529;-37,0721438;RN;CIC;TERCEIROS ETH;26;VTAL - RN;461;NTL JU;NAO;;9913,716982;224,9378541;3;963756;;;;;;0;FECHAMENTO LPU VTAL;FORA DE REDE;1;1
7817157;-3,6789489;-39,349439;CE;URM;TERCEIROS ETH;26;VTAL - CE;447;FLA PV;NAO;;9913,716982;676,1444096;3;963786;;;;;;0;FECHAMENTO LPU VTAL;FORA DE REDE;1;1
7817167;-23,6716099;-49,837195;PR;SQC;TERCEIROS ETH;26;VTAL - PR;459;CTA MR;NAO;;10404,47867;397,4305607;3;963796;;;;;;0;FECHAMENTO LPU VTAL;FORA DE REDE;1;1
7817168;-23,6716099;-49,837195;PR;SQC;TERCEIROS ETH;26;VTAL - PR;459;CTA MR;NAO;;10404,47867;397,4305607;3;963797;;;;;;0;FECHAMENTO LPU VTAL;FORA DE REDE;1;1
7817187;-23,6765449;-46,678159;SP;SPO;FO EDD CLARO PRE VIAVEL;5;EMBRATEL;8;SPO IG;NAO;10927,68726;;;;963816;;;;;;0;ESTACAO SMSRO09;;;1
7817188;-23,6765449;-46,678159;SP;SPO;FO EDD CLARO PRE VIAVEL;5;EMBRATEL;8;SPO IG;NAO;10927,68726;;;;963817;;;;;;0;ESTACAO SMSRO09;;;1
7817197;-11,973587;-48,2345908;TO;SVV;TERCEIROS ETH;26;VTAL - TO;468;PMJ SO;NAO;;10506,53229;424,5468808;3;963826;;;;;;0;FECHAMENTO LPU VTAL;FORA DE REDE;1;1
7817198;-11,973587;-48,2345908;TO;SVV;TERCEIROS ETH;26;VTAL - TO;468;PMJ SO;NAO;;10506,53229;424,5468808;3;963827;;;;;;0;FECHAMENTO LPU VTAL;FORA DE REDE;1;1
7817289;-16,568413;-49,691961;GO;SNK;TERCEIROS ETH;26;VTAL - GO;450;GNA RD;NAO;;10506,53229;432,2843158;3;963882;;;;;;0;FECHAMENTO LPU VTAL;FORA DE REDE;1;1
7817307;-14,738557;-50,540072;GO;MDV;TERCEIROS ETH;26;VTAL - GO;450;GNA RD;NAO;;33146,1948;868,4422858;3;963894;;;;;;0;FECHAMENTO LPU VTAL;FORA DE REDE;1;1
7817379;-25,5490994;-49,3580918;PR;AUC;FO EDD DIRETO CLARO;6;EMBRATEL;8;CTA MR;NAO;33120,48037;;;;963934;;78555;;;;0;ESTACAO PRAUC20;;;1
7817520;-30,0324106;-51,1210974;RS;PAE;FO EDD CLARO PRE VIAVEL;5;EMBRATEL;8;PAE BV;NAO;9827,684238;;;;964013;;78556;;;;0;ESTACAO RSPNOA0;;;1
7817543;-18,4803072;-47,209865;MG;CEL;FO EDD CLARO PRE VIAVEL;5;EMBRATEL;8;BHE ES;NAO;52332,19958;;;;964027;;;;;;0;ESTACAO MGCRM02;;;1
7817552;-29,6531715;-52,2182648;RS;VAI;TERCEIROS ETH;26;VTAL - RS;464;PAE BV;NAO;;10404,47867;359,93828;3;964030;;;;;;0;FECHAMENTO LPU VTAL;FORA DE REDE;1;1
7817561;-23,5335432;-49,2437976;SP;TQB;FO EDD DIRETO CLARO;6;EMBRATEL;8;SPO IG;NAO;11282,22982;;;;964032;;;;;;0;ESTACAO SITQB01;;;1
7817728;-29,6749379;-51,2009699;RS;EVA;TERCEIROS ETH;26;VTAL - RS;464;PAE BV;NAO;;11048,84306;1061,235712;3;964129;;78557;;;;0;FECHAMENTO LPU VTAL;FORA DE REDE;1;1
7817797;-12,63934;-38,37347;BA;DSA;TERCEIROS ETH;26;VTAL - BA;446;SDR RC;NAO;;33146,1948;192,3955518;3;964156;;;;;;0;FECHAMENTO LPU VTAL;FORA DE REDE;1;1
7817798;-12,63934;-38,37347;BA;DSA;TERCEIROS ETH;26;VTAL - BA;446;SDR RC;NAO;;33146,1948;192,3955518;3;964157;;;;;;0;FECHAMENTO LPU VTAL;FORA DE REDE;1;1
7817892;-25,7697093;-53,533905;PR;RLZ;FO EDD DIRETO CLARO;6;EMBRATEL;8;CTA MR;NAO;18414,41922;;;;964193;;;;;;0;ESTACAO PRRLZ01;;;1
7817909;-22,8682196;-43,0914225;RJ;NRI;FO EDD CLARO PRE VIAVEL;5;EMBRATEL;8;RJO AM;NAO;30563,53105;;;;964203;;;;;;0;ESTACAO RJNIT98;;;1
7817916;-25,726045;-53,7587443;PR;PNT;TERCEIROS ETH;26;VTAL - PR;459;CTA MR;NAO;;10404,47867;542,3817991;3;964205;;;;;;0;FECHAMENTO LPU VTAL;FORA DE REDE;1;1
7817920;-25,726045;-53,7587443;PR;PNT;FO EDD ETH;7;EMBRATEL;8;CTA MR;NAO;12042;;;;964207;;;;;;0;ESTACAO PRPNT01;;;1
7817995;-25,42197;-50,0024451;PR;PEI;TERCEIROS ETH;26;VTAL - PR;459;CTA MR;NAO;;10404,47867;260,0179599;3;964258;;;;;;0;FECHAMENTO LPU VTAL;FORA DE REDE;1;1
7817999;-3,00555761;-60,0262167;AM;MNS;FO EDD ETH;7;EMBRATEL;8;MNS EM;NAO;12042;;;;964261;;;;;;0;ESTACAO AMMNS79;;;1
7818001;-25,7708014;-53,5338851;PR;RLZ;FO EDD DIRETO CLARO;6;EMBRATEL;8;CTA MR;NAO;11927,68969;;;;964263;;;;;;0;ESTACAO PRRLZ01;;;1
7818035;-20,0914553;-45,2872976;MG;SDT;TERCEIROS ETH;26;VTAL - MG;452;BHE ES;NAO;;10404,47867;226,1772632;3;964285;;;;;;0;FECHAMENTO LPU VTAL;FORA DE REDE;1;1
7818036;-20,0914553;-45,2872976;MG;SDT;TERCEIROS ETH;26;VTAL - MG;452;BHE ES;NAO;;10404,47867;226,1772632;3;964286;;;;;;0;FECHAMENTO LPU VTAL;FORA DE REDE;1;1
7818220;-22,813605;-43,071265;RJ;SGO;FO EDD CLARO PRE VIAVEL;5;EMBRATEL;8;RJO AM;NAO;17730,33111;;;;964385;;;;;;0;ESTACAO RJSGO39;;;1
7818221;-22,813605;-43,071265;RJ;SGO;FO EDD CLARO PRE VIAVEL;5;EMBRATEL;8;RJO AM;NAO;17730,33111;;;;964386;;;;;;0;ESTACAO RJSGO39;;;1
7818379;-12,9425196;-38,5004874;BA;SDR;TERCEIROS ETH;26;VTAL - BA;446;SDR RC;NAO;;6504,158903;2427,721029;3;964518;;78558;;;;0;FECHAMENTO LPU VTAL;FORA DE REDE;1;1
7818380;-12,9425196;-38,5004874;BA;SDR;TERCEIROS ETH;26;VTAL - BA;446;SDR RC;NAO;;6504,158903;2427,721029;3;964519;;78559;;;;0;FECHAMENTO LPU VTAL;FORA DE REDE;1;1
7818383;-12,9425196;-38,5004874;BA;SDR;TERCEIROS ETH;26;VTAL - BA;446;SDR RC;NAO;;6504,158903;2427,721029;3;964522;;78560;;;;0;FECHAMENTO LPU VTAL;FORA DE REDE;1;1
7818384;-12,9425196;-38,5004874;BA;SDR;TERCEIROS ETH;26;VTAL - BA;446;SDR RC;NAO;;6504,158903;2427,721029;3;964523;;78561;;;;0;FECHAMENTO LPU VTAL;FORA DE REDE;1;1
7818385;-12,9425196;-38,5004874;BA;SDR;TERCEIROS ETH;26;VTAL - BA;446;SDR RC;NAO;;6504,158903;2427,721029;3;964524;;78562;;;;0;FECHAMENTO LPU VTAL;FORA DE REDE;1;1
